"datetime","date","creditor","contract_title","credit_agreement_total_volume","agreement_start_datetime","agreement_finish_datetime","ral_credit_transh_getting_deadline","limitdeadline","credit_line_type","payment_date","amount","amount_minus","payments_cumsum","date_merge","tranch_volume","transh_cumsum","dolg","limit_date","ral_limit_date","date_y","credit_limit","payment_correct_credit_limit","free_remaining"
"2023-03-01 00:00:00","2023-03-01","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-01","62880492.45","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-01","3000000000","0","1692336749.3399997"
"2023-03-02 00:00:00","2023-03-02","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-02","0","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-02","3000000000","0","1692336749.3399997"
"2023-03-03 00:00:00","2023-03-03","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-03","0","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-03","3000000000","0","1692336749.3399997"
"2023-03-04 00:00:00","2023-03-04","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-04","0","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-04","3000000000","0","1692336749.3399997"
"2023-03-05 00:00:00","2023-03-05","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-05","0","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-05","3000000000","0","1692336749.3399997"
"2023-03-06 00:00:00","2023-03-06","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-06","0","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-06","3000000000","0","1692336749.3399997"
"2023-03-07 00:00:00","2023-03-07","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-07","0","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-07","3000000000","0","1692336749.3399997"
"2023-03-08 00:00:00","2023-03-08","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-08","0","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-08","3000000000","0","1692336749.3399997"
"2023-03-09 00:00:00","2023-03-09","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-09","0","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-09","3000000000","0","1692336749.3399997"
"2023-03-10 00:00:00","2023-03-10","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-10","0","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-10","3000000000","0","1692336749.3399997"
"2023-03-11 00:00:00","2023-03-11","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-11","0","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-11","3000000000","0","1692336749.3399997"
"2023-03-12 00:00:00","2023-03-12","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-12","0","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-12","3000000000","0","1692336749.3399997"
"2023-03-13 00:00:00","2023-03-13","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-13","0","1307663250.6600003","1307663250.6600003","2033-02-08","2033-01-08","2023-03-13","3000000000","0","1692336749.3399997"
"2023-03-14 00:00:00","2023-03-14","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-14","108609650.22","1416272900.8800004","1416272900.8800004","2033-02-08","2033-01-08","2023-03-14","3000000000","0","1583727099.1199996"
"2023-03-15 00:00:00","2023-03-15","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-15","412141180.57","1828414081.4500003","1828414081.4500003","2033-02-08","2033-01-08","2023-03-15","3000000000","0","1171585918.5499997"
"2023-03-16 00:00:00","2023-03-16","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-16","0","1828414081.4500003","1828414081.4500003","2033-02-08","2033-01-08","2023-03-16","3000000000","0","1171585918.5499997"
"2023-03-17 00:00:00","2023-03-17","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-17","158487350.22","1986901431.6700003","1986901431.6700003","2033-02-08","2033-01-08","2023-03-17","3000000000","0","1013098568.3299997"
"2023-03-18 00:00:00","2023-03-18","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-18","0","1986901431.6700003","1986901431.6700003","2033-02-08","2033-01-08","2023-03-18","3000000000","0","1013098568.3299997"
"2023-03-19 00:00:00","2023-03-19","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-19","0","1986901431.6700003","1986901431.6700003","2033-02-08","2033-01-08","2023-03-19","3000000000","0","1013098568.3299997"
"2023-03-20 00:00:00","2023-03-20","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-20","195210052.5","2182111484.17","2182111484.17","2033-02-08","2033-01-08","2023-03-20","3000000000","0","817888515.8299999"
"2023-03-21 00:00:00","2023-03-21","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-21","99038120.06","2281149604.23","2281149604.23","2033-02-08","2033-01-08","2023-03-21","3000000000","0","718850395.77"
"2023-03-22 00:00:00","2023-03-22","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-22","236071574.03","2517221178.26","2517221178.26","2033-02-08","2033-01-08","2023-03-22","3000000000","0","482778821.7399998"
"2023-03-23 00:00:00","2023-03-23","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-23","195040498.33","2712261676.59","2712261676.59","2033-02-08","2033-01-08","2023-03-23","3000000000","0","287738323.40999985"
"2023-03-24 00:00:00","2023-03-24","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-24","117555494.9","2829817171.4900002","2829817171.4900002","2033-02-08","2033-01-08","2023-03-24","3000000000","0","170182828.50999975"
"2023-03-25 00:00:00","2023-03-25","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-25","0","2829817171.4900002","2829817171.4900002","2033-02-08","2033-01-08","2023-03-25","3000000000","0","170182828.50999975"
"2023-03-26 00:00:00","2023-03-26","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-26","0","2829817171.4900002","2829817171.4900002","2033-02-08","2033-01-08","2023-03-26","3000000000","0","170182828.50999975"
"2023-03-27 00:00:00","2023-03-27","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-27","126074529.5","2955891700.9900002","2955891700.9900002","2033-02-08","2033-01-08","2023-03-27","3000000000","0","44108299.00999975"
"2023-03-28 00:00:00","2023-03-28","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-28","44108299.01","3000000000.0000005","3000000000.0000005","2033-02-08","2033-01-08","2023-03-28","3000000000","0","-4.76837158203125e-07"
"2023-03-29 00:00:00","2023-03-29","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-29","0","3000000000.0000005","3000000000.0000005","2033-02-08","2033-01-08","2023-03-29","3000000000","0","-4.76837158203125e-07"
"2023-03-30 00:00:00","2023-03-30","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","0","2023-03-30","0","3000000000.0000005","3000000000.0000005","2033-02-08","2033-01-08","2023-03-30","3000000000","0","-4.76837158203125e-07"
"2023-03-31 00:00:00","2023-03-31","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая","2023-03-31","235754.3040909091","-235754.3040909091","-235754.3040909091","2023-03-31","0","3000000000.0000005","2999764245.6959095","2033-02-08","2033-01-08","2023-03-31","3000000000","235754.3040909091","235754.30409043227"
"2023-04-01 00:00:00","2023-04-01","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-01","0","3000000000.0000005","2999764245.6959095","2033-02-08","2033-01-08","2023-04-01","3000000000","235754.3040909091","235754.30409043227"
"2023-04-02 00:00:00","2023-04-02","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-02","0","3000000000.0000005","2999764245.6959095","2033-02-08","2033-01-08","2023-04-02","3000000000","235754.3040909091","235754.30409043227"
"2023-04-03 00:00:00","2023-04-03","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-03","0","3000000000.0000005","2999764245.6959095","2033-02-08","2033-01-08","2023-04-03","3000000000","235754.3040909091","235754.30409043227"
"2023-04-04 00:00:00","2023-04-04","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-04","20746379.31","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-04","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-05 00:00:00","2023-04-05","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-05","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-05","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-06 00:00:00","2023-04-06","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-06","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-06","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-07 00:00:00","2023-04-07","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-07","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-07","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-08 00:00:00","2023-04-08","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-08","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-08","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-09 00:00:00","2023-04-09","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-09","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-09","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-10 00:00:00","2023-04-10","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-10","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-10","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-11 00:00:00","2023-04-11","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-11","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-11","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-12 00:00:00","2023-04-12","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-12","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-12","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-13 00:00:00","2023-04-13","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-13","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-13","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-14 00:00:00","2023-04-14","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-14","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-14","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-15 00:00:00","2023-04-15","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-15","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-15","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-16 00:00:00","2023-04-16","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-16","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-16","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-17 00:00:00","2023-04-17","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-17","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-17","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-18 00:00:00","2023-04-18","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-18","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-18","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-19 00:00:00","2023-04-19","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-19","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-19","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-20 00:00:00","2023-04-20","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-20","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-20","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-21 00:00:00","2023-04-21","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-21","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-21","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-22 00:00:00","2023-04-22","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-22","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-22","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-23 00:00:00","2023-04-23","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-23","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-23","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-24 00:00:00","2023-04-24","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-24","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-24","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-25 00:00:00","2023-04-25","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-25","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-25","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-26 00:00:00","2023-04-26","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-26","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-26","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-27 00:00:00","2023-04-27","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-235754.3040909091","2023-04-27","0","3020746379.3100004","3020510625.0059094","2033-02-08","2033-01-08","2023-04-27","3000000000","235754.3040909091","-20510625.00590951"
"2023-04-28 00:00:00","2023-04-28","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая","2023-04-28","573816.1802272727","-573816.1802272727","-809570.4843181818","2023-04-28","0","3020746379.3100004","3019936808.825682","2033-02-08","2033-01-08","2023-04-28","3000000000","809570.4843181818","-19936808.825682238"
"2023-04-29 00:00:00","2023-04-29","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-809570.4843181818","2023-04-29","0","3020746379.3100004","3019936808.825682","2033-02-08","2033-01-08","2023-04-29","3000000000","809570.4843181818","-19936808.825682238"
"2023-04-30 00:00:00","2023-04-30","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-809570.4843181818","2023-04-30","0","3020746379.3100004","3019936808.825682","2033-02-08","2033-01-08","2023-04-30","3000000000","809570.4843181818","-19936808.825682238"
"2023-05-01 00:00:00","2023-05-01","Банк 1","Договор № 2272","3000000000","2023-02-16 00:00:00","2028-02-18 00:00:00","2033-01-08 00:00:00","2033-02-08 00:00:00","Возобновляемая",NULL,"0","0","-809570.4843181818","2023-05-01","0","3020746379.3100004","3019936808.825682","2033-02-08","2033-01-08","2023-05-01","3000000000","809570.4843181818","-19936808.825682238"
