,credit_volume,credit_agreement_total_volume,credit_tranch_date,agreement_code,creditor,credit_contract,date,transh_id,contract_title,credit_amount,credit_annual_rate,amount,tranch_year,year,quarter,month_first_date
19,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2023-08-01,1,Кредитный договор № 00,609513999,9.313630961155475,1916194,2022,2023,3,2023-08-01
20,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2023-09-01,1,Кредитный договор № 00,622927735,11.444391313175142,1493257,2022,2023,3,2023-09-01
21,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2023-10-01,1,Кредитный договор № 00,725995199,14.76084922283536,1786815,2022,2023,4,2023-10-01
22,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2023-11-01,1,Кредитный договор № 00,153840052,17.539979995411603,1028689,2022,2023,4,2023-11-01
23,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2023-12-01,1,Кредитный договор № 00,418508484,15.772901212345337,1641088,2022,2023,4,2023-12-01
24,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2024-01-01,1,Кредитный договор № 00,422785099,16.208927845646095,1154672,2022,2024,1,2024-01-01
25,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2024-02-01,1,Кредитный договор № 00,815819348,15.325914759800561,708956,2022,2024,1,2024-02-01
26,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2024-03-01,1,Кредитный договор № 00,281865766,16.294991345713843,1702503,2022,2024,1,2024-03-01
27,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2024-04-01,1,Кредитный договор № 00,569753839,9.245637721327041,840158,2022,2024,2,2024-04-01
28,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2024-05-01,1,Кредитный договор № 00,74769453,11.144280446166997,1293996,2022,2024,2,2024-05-01
29,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2024-06-01,1,Кредитный договор № 00,577895376,8.515932944278878,1808471,2022,2024,2,2024-06-01
30,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2024-07-01,1,Кредитный договор № 00,657378320,12.994882501405016,107493,2022,2024,3,2024-07-01
31,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2024-08-01,1,Кредитный договор № 00,407351113,9.478942907563859,1780360,2022,2024,3,2024-08-01
32,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2024-09-01,1,Кредитный договор № 00,301746557,12.383317246788064,830798,2022,2024,3,2024-09-01
33,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2024-10-01,1,Кредитный договор № 00,407927404,14.506057295938444,1543377,2022,2024,4,2024-10-01
34,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2024-11-01,1,Кредитный договор № 00,162601714,15.426507242338245,1722179,2022,2024,4,2024-11-01
35,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2024-12-01,1,Кредитный договор № 00,611986994,14.076442796294282,1931365,2022,2024,4,2024-12-01
36,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2025-01-01,1,Кредитный договор № 00,595450858,11.523829252352106,31337,2022,2025,1,2025-01-01
37,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2025-02-01,1,Кредитный договор № 00,637220454,14.619426670094214,159523,2022,2025,1,2025-02-01
38,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2025-03-01,1,Кредитный договор № 00,531792225,16.30694853247385,494567,2022,2025,1,2025-03-01
39,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2025-04-01,1,Кредитный договор № 00,687239464,10.890577721356822,1759118,2022,2025,2,2025-04-01
40,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2025-05-01,1,Кредитный договор № 00,104344223,9.718656798244266,210747,2022,2025,2,2025-05-01
41,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2025-06-01,1,Кредитный договор № 00,233062979,15.885008532079203,1033644,2022,2025,2,2025-06-01
42,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2025-07-01,1,Кредитный договор № 00,162714296,11.203086982571381,1017371,2022,2025,3,2025-07-01
43,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2025-08-01,1,Кредитный договор № 00,235145966,15.955421612961834,1118040,2022,2025,3,2025-08-01
44,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2025-09-01,1,Кредитный договор № 00,472760471,7.000250824512646,697177,2022,2025,3,2025-09-01
45,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2025-10-01,1,Кредитный договор № 00,362829501,13.955291132737754,1454739,2022,2025,4,2025-10-01
46,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2025-11-01,1,Кредитный договор № 00,441890083,12.738219634202974,1607731,2022,2025,4,2025-11-01
47,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2025-12-01,1,Кредитный договор № 00,533446928,8.202641053921296,316391,2022,2025,4,2025-12-01
48,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2026-01-01,1,Кредитный договор № 00,250544983,9.60895774579514,1611209,2022,2026,1,2026-01-01
49,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2026-02-01,1,Кредитный договор № 00,658620804,11.199058268716707,1955132,2022,2026,1,2026-02-01
50,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2026-03-01,1,Кредитный договор № 00,698438709,11.111942465340372,1356258,2022,2026,1,2026-03-01
51,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2026-04-01,1,Кредитный договор № 00,140030025,13.725219943081818,1859265,2022,2026,2,2026-04-01
52,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2026-05-01,1,Кредитный договор № 00,131312128,14.7186430519148,862170,2022,2026,2,2026-05-01
53,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2026-06-01,1,Кредитный договор № 00,454281426,8.965018036658607,788959,2022,2026,2,2026-06-01
54,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2026-07-01,1,Кредитный договор № 00,699193798,8.59836552163992,1412156,2022,2026,3,2026-07-01
55,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2026-08-01,1,Кредитный договор № 00,166478636,9.591424453598437,1637726,2022,2026,3,2026-08-01
56,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2026-09-01,1,Кредитный договор № 00,487426730,8.941657671097639,1787377,2022,2026,3,2026-09-01
57,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2026-10-01,1,Кредитный договор № 00,786057091,16.92357489906022,520499,2022,2026,4,2026-10-01
58,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2026-11-01,1,Кредитный договор № 00,816282404,15.763317870543867,1069189,2022,2026,4,2026-11-01
59,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2026-12-01,1,Кредитный договор № 00,605309796,7.579412472908074,664450,2022,2026,4,2026-12-01
60,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2027-01-01,1,Кредитный договор № 00,391170110,14.300151602029466,406072,2022,2027,1,2027-01-01
61,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2027-02-01,1,Кредитный договор № 00,653388071,16.381765063595644,186808,2022,2027,1,2027-02-01
62,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2027-03-01,1,Кредитный договор № 00,578411985,14.107727439583321,1767211,2022,2027,1,2027-03-01
63,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2027-04-01,1,Кредитный договор № 00,188859182,15.769953388022648,1927444,2022,2027,2,2027-04-01
64,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2027-05-01,1,Кредитный договор № 00,80143866,10.244294775357503,1434829,2022,2027,2,2027-05-01
65,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2027-06-01,1,Кредитный договор № 00,461748293,12.526145878066988,595428,2022,2027,2,2027-06-01
66,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2027-07-01,1,Кредитный договор № 00,96008918,16.41643889483136,1524134,2022,2027,3,2027-07-01
67,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2027-08-01,1,Кредитный договор № 00,130802586,7.283705854882938,360722,2022,2027,3,2027-08-01
68,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2027-09-01,1,Кредитный договор № 00,534162981,17.976818095637732,1451448,2022,2027,3,2027-09-01
69,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2027-10-01,1,Кредитный договор № 00,727533993,11.403871421863427,1459186,2022,2027,4,2027-10-01
70,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2027-11-01,1,Кредитный договор № 00,659743670,16.206316670212555,555278,2022,2027,4,2027-11-01
71,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2027-12-01,1,Кредитный договор № 00,708364472,13.86269947118059,786859,2022,2027,4,2027-12-01
72,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2028-01-01,1,Кредитный договор № 00,371237044,7.658943210630401,1617526,2022,2028,1,2028-01-01
73,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2028-02-01,1,Кредитный договор № 00,707359213,11.21720335842593,360766,2022,2028,1,2028-02-01
74,844988093.0,20000000000,2022-10-28 15:46:37,Кредиты,БАНК 1,Кредитный договор № 00,2028-03-01,1,Кредитный договор № 00,795060573,12.432999290346835,498472,2022,2028,1,2028-03-01
75,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2022-01-01,2,Кредитный договор № 00,544456383,8.208180389535784,950616,2022,2022,1,2022-01-01
76,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2022-02-01,2,Кредитный договор № 00,292266001,17.858179077706254,1677784,2022,2022,1,2022-02-01
77,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2022-03-01,2,Кредитный договор № 00,533774909,14.285565860689143,1900848,2022,2022,1,2022-03-01
78,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2022-04-01,2,Кредитный договор № 00,287422134,11.531648498532636,1385174,2022,2022,2,2022-04-01
79,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2022-05-01,2,Кредитный договор № 00,197306406,12.709344831942879,70422,2022,2022,2,2022-05-01
80,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2022-06-01,2,Кредитный договор № 00,201773670,15.455682245630696,1157818,2022,2022,2,2022-06-01
81,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2022-07-01,2,Кредитный договор № 00,333545098,17.443718498785298,1279805,2022,2022,3,2022-07-01
82,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2022-08-01,2,Кредитный договор № 00,615814081,8.571857094670122,549946,2022,2022,3,2022-08-01
83,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2022-09-01,2,Кредитный договор № 00,321955231,17.70171469216763,103479,2022,2022,3,2022-09-01
84,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2022-10-01,2,Кредитный договор № 00,122110248,16.355608506161666,325148,2022,2022,4,2022-10-01
85,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2022-11-01,2,Кредитный договор № 00,543020422,8.772916021073346,1906898,2022,2022,4,2022-11-01
86,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2022-12-01,2,Кредитный договор № 00,273918555,17.070092626403937,1717640,2022,2022,4,2022-12-01
87,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2023-01-01,2,Кредитный договор № 00,112698384,14.234542965327226,32234,2022,2023,1,2023-01-01
88,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2023-02-01,2,Кредитный договор № 00,579869123,14.200735246516818,422812,2022,2023,1,2023-02-01
89,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2023-03-01,2,Кредитный договор № 00,615045498,13.927228342000976,1141881,2022,2023,1,2023-03-01
90,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2023-04-01,2,Кредитный договор № 00,683010991,17.96874706330189,1073530,2022,2023,2,2023-04-01
91,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2023-05-01,2,Кредитный договор № 00,293331338,13.891571738037293,1684384,2022,2023,2,2023-05-01
92,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2023-06-01,2,Кредитный договор № 00,315377841,7.821188104004762,1346541,2022,2023,2,2023-06-01
93,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2023-07-01,2,Кредитный договор № 00,626807345,7.631103308292184,1008413,2022,2023,3,2023-07-01
94,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2023-08-01,2,Кредитный договор № 00,165096085,8.254811267733373,1977581,2022,2023,3,2023-08-01
95,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2023-09-01,2,Кредитный договор № 00,61712168,12.834786435901453,1989381,2022,2023,3,2023-09-01
96,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2023-10-01,2,Кредитный договор № 00,478909840,8.164034148738633,401940,2022,2023,4,2023-10-01
97,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2023-11-01,2,Кредитный договор № 00,438033882,8.837316629097757,1877704,2022,2023,4,2023-11-01
98,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2023-12-01,2,Кредитный договор № 00,78332158,12.590168469758666,225287,2022,2023,4,2023-12-01
99,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2024-01-01,2,Кредитный договор № 00,178476704,12.05527294105896,642340,2022,2024,1,2024-01-01
100,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2024-02-01,2,Кредитный договор № 00,157776374,9.267211778430498,1128143,2022,2024,1,2024-02-01
101,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2024-03-01,2,Кредитный договор № 00,298609291,13.843678336170893,236280,2022,2024,1,2024-03-01
102,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2024-04-01,2,Кредитный договор № 00,130140352,17.421470571610683,707763,2022,2024,2,2024-04-01
103,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2024-05-01,2,Кредитный договор № 00,95785194,10.794686143139817,520554,2022,2024,2,2024-05-01
104,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2024-06-01,2,Кредитный договор № 00,498159046,7.4689907769233805,1822708,2022,2024,2,2024-06-01
105,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2024-07-01,2,Кредитный договор № 00,232796298,9.02575923369564,1713927,2022,2024,3,2024-07-01
106,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2024-08-01,2,Кредитный договор № 00,829894797,8.469707446172828,1756976,2022,2024,3,2024-08-01
107,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2024-09-01,2,Кредитный договор № 00,82822381,8.56739410928564,1686281,2022,2024,3,2024-09-01
108,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2024-10-01,2,Кредитный договор № 00,71057252,7.5013218763596194,470839,2022,2024,4,2024-10-01
109,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2024-11-01,2,Кредитный договор № 00,104735593,9.309689194175135,1687872,2022,2024,4,2024-11-01
110,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2024-12-01,2,Кредитный договор № 00,835127117,9.224650441483464,307188,2022,2024,4,2024-12-01
111,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2025-01-01,2,Кредитный договор № 00,419570192,14.693002730185327,1788939,2022,2025,1,2025-01-01
112,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2025-02-01,2,Кредитный договор № 00,494866150,10.705651176449226,110390,2022,2025,1,2025-02-01
113,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2025-03-01,2,Кредитный договор № 00,747122857,15.605348131395479,94025,2022,2025,1,2025-03-01
114,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2025-04-01,2,Кредитный договор № 00,94005884,10.682338064621032,1027692,2022,2025,2,2025-04-01
115,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2025-05-01,2,Кредитный договор № 00,582317651,15.831125381818099,1163616,2022,2025,2,2025-05-01
116,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2025-06-01,2,Кредитный договор № 00,704278184,17.580994015788278,1739145,2022,2025,2,2025-06-01
117,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2025-07-01,2,Кредитный договор № 00,537617512,13.491106060505683,1980172,2022,2025,3,2025-07-01
118,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2025-08-01,2,Кредитный договор № 00,802048889,17.172039430998538,987426,2022,2025,3,2025-08-01
119,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2025-09-01,2,Кредитный договор № 00,184235932,17.113083848861713,1117250,2022,2025,3,2025-09-01
120,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2025-10-01,2,Кредитный договор № 00,188483289,11.417350145856108,1442846,2022,2025,4,2025-10-01
121,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2025-11-01,2,Кредитный договор № 00,464310619,15.204466135893172,797550,2022,2025,4,2025-11-01
122,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2025-12-01,2,Кредитный договор № 00,830506838,8.456301762779614,358403,2022,2025,4,2025-12-01
123,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2026-01-01,2,Кредитный договор № 00,573090207,7.53340916349641,236684,2022,2026,1,2026-01-01
124,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2026-02-01,2,Кредитный договор № 00,171701724,9.07597960437986,126890,2022,2026,1,2026-02-01
125,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2026-03-01,2,Кредитный договор № 00,809147770,16.21350060511216,1274593,2022,2026,1,2026-03-01
126,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2026-04-01,2,Кредитный договор № 00,379659793,8.993741426339286,1857386,2022,2026,2,2026-04-01
127,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2026-05-01,2,Кредитный договор № 00,563333928,16.681020983795165,454188,2022,2026,2,2026-05-01
128,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2026-06-01,2,Кредитный договор № 00,271288632,10.14329628979607,828997,2022,2026,2,2026-06-01
129,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2026-07-01,2,Кредитный договор № 00,322320645,13.622219415715266,1246165,2022,2026,3,2026-07-01
130,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2026-08-01,2,Кредитный договор № 00,470402960,10.311400346256322,1608211,2022,2026,3,2026-08-01
131,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2026-09-01,2,Кредитный договор № 00,187287768,12.113117096169134,1532449,2022,2026,3,2026-09-01
132,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2026-10-01,2,Кредитный договор № 00,411603928,12.094704412696842,1934268,2022,2026,4,2026-10-01
133,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2026-11-01,2,Кредитный договор № 00,764671058,13.309661431519253,1167414,2022,2026,4,2026-11-01
134,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2026-12-01,2,Кредитный договор № 00,448888082,13.650114204586005,1390897,2022,2026,4,2026-12-01
135,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2027-01-01,2,Кредитный договор № 00,443549964,15.22426066889783,1274354,2022,2027,1,2027-01-01
136,420269149.7,20000000000,2022-11-10 17:04:46,Кредиты,БАНК 1,Кредитный договор № 00,2027-02-01,2,Кредитный договор № 00,795397570,11.060841199940038,49956,2022,2027,1,2027-02-01
